,Product Name,Sale Price,Market Price,Discount Offered,Product Rating,No_of_rating,No_of_review,Product Specs,Category,Product Company
6177,"Galaxy A16 5G (Gold, 256 GB)",19999,24499,18,4.2,1363,99,"[""8 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 5MP + 2MP | 13MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories""]",Mobile,SAMSUNG
6178,"Galaxy A16 5G (Gold, 128 GB)",16999,21499,20,4.2,1363,99,"[""8 GB RAM | 128 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 5MP + 2MP | 13MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories""]",Mobile,SAMSUNG
6179,"Galaxy A16 5G (Blue Black, 256 GB)",19999,24499,18,4.2,1363,99,"[""8 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 5MP + 2MP | 13MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories""]",Mobile,SAMSUNG
6180,"SMART 8 (Timber Black, 64 GB)",7299,8999,18,4.3,33737,1916,"[""4 GB RAM | 64 GB ROM | Expandable Upto 2 TB"", ""16.76 cm (6.6 inch) HD+ Display"", ""50MP + AI Lens | 8MP Front Camera"", ""5000 mAh Battery"", ""Helio G36 Processor"", ""1 Year on Handset and 6 Months on Accessories""]",Mobile,Infinix
6181,"GT 20 Pro (Mecha Blue, 256 GB)",22999,31999,28,4.4,13606,1072,"[""8 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Full HD+ Display"", ""108MP (OIS) + 2MP + 2MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 8200 Ultimate Processor"", ""1 Year Warranty""]",Mobile,Infinix
6182,"13 Pro+ 5G (Emerald Green, 256 GB)",25999,36999,29,4.4,10340,1063,"[""8 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 8MP + 50MP | 32MP Front Camera"", ""5200 mAh Battery"", ""Snapdragon 7s Gen2 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6183,"V50 5G (Starry Night, 512 GB)",40999,48999,16,4.5,296,45,"[""12 GB RAM | 512 GB ROM"", ""17.2 cm (6.77 inch) Display"", ""50MP + 50MP | 50MP Front Camera"", ""6000 mAh Battery"", ""7 Gen 3 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories""]",Mobile,vivo
6184,"70 TURBO 5G (Turbo Purple, 128 GB)",15674,19999,21,4.3,2704,222,"[""6 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Full HD+ Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor"", ""12 Months Brand warranty""]",Mobile,realme
6185,"Galaxy F55 5G (Apricot Crush, 256 GB)",19999,31999,37,4.0,1627,132,"[""8 GB RAM | 256 GB ROM | Expandable Upto 1 TB"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 8MP + 2MP | 50MP Front Camera"", ""5000 mAh Battery"", ""7 Gen 1 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories""]",Mobile,SAMSUNG
6186,"Galaxy A16 5G (Gold, 128 GB)",15499,19999,22,4.2,536,31,"[""6 GB RAM | 128 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 5MP + 2MP | 13MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories""]",Mobile,SAMSUNG
6187,"M7 Pro 5G (Lavender Frost, 128 GB)",13999,18999,26,4.3,4651,542,"[""6 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Full HD+ Display"", ""50MP + 2MP | 20MP Front Camera"", ""5110 mAh Battery"", ""Dimensity 7025 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6188,"13R 5G (Nebula Noir, 256 GB)",41817,44999,7,4.5,371,39,"[""12 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""6000 mAh Battery"", ""1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase""]",Mobile,OnePlus
6189,"M6 Plus 5G (Ice Silver, 128 GB)",10999,15999,31,4.2,28752,1751,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.25 cm (6.79 inch) Full HD+ Display"", ""108MP + 2MP | 13MP Front Camera"", ""5030 mAh Battery"", ""Snapdragon 4 Gen2 AE Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6190,"iPhone 15 Plus (Black, 128 GB)",68999,79900,13,4.6,42207,2393,"[""128 GB ROM"", ""17.02 cm (6.7 inch) Super Retina XDR Display"", ""48MP + 12MP | 12MP Front Camera"", ""A16 Bionic Chip, 6 Core Processor Processor"", ""1 year warranty for phone and 1 year warranty for in Box Accessories.""]",Mobile,Apple
6191,"Note 13 Pro+ 5G (Fusion White, 512 GB)",28382,37999,25,4.2,10422,934,"[""12 GB RAM | 512 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""200MP (OIS) + 8MP + 2MP | 16MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Ultra 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6192,"M7 Pro 5G (Olive Twilight, 128 GB)",13999,18999,26,4.3,4651,542,"[""6 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Full HD+ Display"", ""50MP + 2MP | 20MP Front Camera"", ""5110 mAh Battery"", ""Dimensity 7025 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6193,"GT 6 (Fluid Silver, 256 GB)",33999,43999,22,4.5,2210,264,"[""8 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Full HD+ Display"", ""50MP + 8MP + 50MP | 32MP Front Camera"", ""5500 mAh Battery"", ""8s Gen 3 Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6194,"iPhone 16 Plus (Pink, 256 GB)",88999,99900,10,4.6,1413,86,"[""256 GB ROM"", ""17.02 cm (6.7 inch) Super Retina XDR Display"", ""48MP + 12MP | 12MP Front Camera"", ""A18 Chip, 6 Core Processor Processor"", ""1 year warranty for phone and 1 year warranty for in Box Accessories.""]",Mobile,Apple
6195,"C63 (Leather Blue, 64 GB)",8499,9999,15,4.3,9929,507,"[""4 GB RAM | 64 GB ROM | Expandable Upto 2 TB"", ""17.13 cm (6.745 inch) HD+ Display"", ""50MP Rear Camera | 8MP Front Camera"", ""5000 mAh Battery"", ""T612 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6196,"Pixel 7 (Lemongrass, 128 GB)",31999,59999,46,4.3,18120,2015,"[""8 GB RAM | 128 GB ROM"", ""16.0 cm (6.3 inch) Full HD+ Display"", ""50MP + 12MP | 10.8MP Front Camera"", ""4270 mAh Battery"", ""Google Tensor G2 Processor"", ""1 Year warranty""]",Mobile,Google
6197,"Nord 4 5G (Mercurial Silver, 256 GB)",31465,35999,12,4.5,336,17,"[""12 GB RAM | 256 GB ROM"", ""17.12 cm (6.74 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 Year""]",Mobile,OnePlus
6198,"70 TURBO 5G (Turbo Green, 128 GB)",14983,19999,25,4.3,2704,222,"[""6 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Full HD+ Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor"", ""12 Months Brand warranty""]",Mobile,realme
6199,Metro 313,1084,2567,57,3.3,6370,494,"[""4 MB RAM | 32 MB ROM"", ""5.16 cm (2.03 inch) Display"", ""0.3MP Rear Camera"", ""1000 mAh Battery"", ""1 Year Warranty""]",Mobile,SAMSUNG
6200,"M6 Plus 5G (Ice Silver, 128 GB)",11999,17999,33,4.2,6263,430,"[""8 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.25 cm (6.79 inch) Full HD+ Display"", ""108MP + 2MP | 13MP Front Camera"", ""5030 mAh Battery"", ""Snapdragon 4 Gen2 AE Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6201,"Phone (2a) 5G (Black, 128 GB)",21999,25999,15,4.4,86319,7173,"[""8 GB RAM | 128 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP (OIS) + 50MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Pro Processor"", ""1 Year Manufacturing Warranty""]",Mobile,Nothing
6202,"Galaxy A05 (Light Green, 128 GB)",8043,14999,46,4.2,590,25,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.12 cm (6.74 inch) HD+ Display"", ""50MP + 2MP | 8MP Front Camera"", ""5000 mAh Battery"", ""Helio G85 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,SAMSUNG
6203,"M15 5G (Celestrial Blue, 128 GB)",12350,15999,22,4.3,77,5,"[""4 GB RAM | 128 GB ROM"", ""16.51 cm (6.5 inch) Display"", ""50MP Rear Camera"", ""6000 mAh Battery"", ""MediaTek Processor"", ""Domestic Warranty Of 1 Year For Handset And 6 Month For Accessories.""]",Mobile,SAMSUNG
6204,"Z9S 5G (Onyx Green, 256 GB)",26895,29999,10,4.4,195,9,"[""12 GB RAM | 256 GB ROM"", ""17.2 cm (6.77 inch) Full HD+ AMOLED Display"", ""50MP + 50MP | 2MP Dual Front Camera"", ""5500 mAh Battery"", ""MediaTek Dimensity 7300 5G Processor"", ""12 Months Brand Warranty on Smartphone""]",Mobile,IQOO
6205,"galaxy M15 5G (Blue Topaz, 128 GB)",14338,17999,20,4.2,109,9,"[""8 GB RAM | 128 GB ROM"", ""16.51 cm (6.5 inch) Display"", ""50MP Rear Camera"", ""6000 mAh Battery"", ""MediaTek Processor"", ""Domestic Warranty Of 1 Year For Handset And 6 Month For Accessories.""]",Mobile,SAMSUNG
6206,"Galaxy A16 5G (Light Green, 128 GB)",15499,19999,22,4.2,536,31,"[""6 GB RAM | 128 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 5MP + 2MP | 13MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories""]",Mobile,SAMSUNG
6207,"M7 5G (Mint Green, 128 GB)",11499,13999,17,4.2,13,1,"[""8 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.48 cm (6.88 inch) HD+ Display"", ""50MP Rear Camera | 8MP Front Camera"", ""5160 mAh Battery"", ""4 Gen 2 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6208,"Y300 5G (Phantom Purple, 128 GB)",21999,26999,18,4.4,1487,92,"[""8 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) Display"", ""50MP + 2MP | 32MP Front Camera"", ""5000 mAh Battery"", ""4 Gen 2 Processor"", ""1 Year Warranty on Handset and 6 Months on Inbox Accessories""]",Mobile,vivo
6209,"Phone (2a) 5G (White, 256 GB)",27999,29999,6,4.4,13523,1087,"[""12 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP (OIS) + 50MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Pro Processor"", ""1 Year Manufacturing Warranty""]",Mobile,Nothing
6210,"GT 6T 5G (Fluid Silver, 512 GB)",32740,41999,22,4.5,840,82,"[""12 GB RAM | 512 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 Year""]",Mobile,realme
6211,"A3x 5G (Starry Purple, 64 GB)",11499,14999,23,4.2,1858,78,"[""4 GB RAM | 64 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) HD+ Display"", ""8MP Rear Camera | 5MP Front Camera"", ""5100 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,OPPO
6212,"Phone (2a) 5G (Blue, 256 GB)",23999,27999,14,4.4,86319,7173,"[""8 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP (OIS) + 50MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Pro Processor"", ""1 Year Manufacturing Warranty""]",Mobile,Nothing
6213,"13R 5g (Astral Trail, 256 GB)",41785,44999,7,4.5,371,39,"[""12 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""6000 mAh Battery"", ""1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase""]",Mobile,OnePlus
6214,"13+ 5G (Speed Green, 256 GB)",24999,27999,10,4.4,2500,213,"[""8 GB RAM | 256 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) Full HD+ Display"", ""50MP + 2MP | 16MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7300 Energy Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6215,"NARZO 70X 5G (ICE BLUE, 128 GB)",11698,17999,35,4.3,4748,201,"[""6 GB RAM | 128 GB ROM"", ""17.07 cm (6.72 inch) Display"", ""50MP Rear Camera | 8MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 6100+ 5G Chipset Processor"", ""1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories""]",Mobile,realme
6216,"Note 13 Pro 5G (Arctic White, 256 GB)",19556,32999,40,4.3,9276,691,"[""12 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""200MP (OIS) + 8MP + 2MP | 16MP Front Camera"", ""5100 mAh Battery"", ""7s Gen 2 Mobile Platform 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6217,"P3 Pro 5G (Galaxy Purple, 128 GB)",23999,28999,17,4.4,636,85,"[""8 GB RAM | 128 GB ROM"", ""17.35 cm (6.83 inch) Display"", ""50MP + 2MP | 16MP Front Camera"", ""6000 mAh Battery"", ""7s Gen 3 Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6218,"P3 Pro 5G (Saturn Brown, 128 GB)",23999,28999,17,4.4,636,85,"[""8 GB RAM | 128 GB ROM"", ""17.35 cm (6.83 inch) Display"", ""50MP + 2MP | 16MP Front Camera"", ""6000 mAh Battery"", ""7s Gen 3 Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6219,"P3 Pro 5G (Nebula Glow, 256 GB)",24999,30999,19,4.4,636,85,"[""8 GB RAM | 256 GB ROM"", ""17.35 cm (6.83 inch) Display"", ""50MP + 2MP | 16MP Front Camera"", ""6000 mAh Battery"", ""7s Gen 3 Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6220,"X7 5G (Cosmic Silver, 128 GB)",18999,24999,24,4.3,1696,205,"[""8 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP + 8MP + 2MP | 20MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 7300 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6221,"Nord CE4 (Celadon Marble, 128 GB)",22394,24999,10,4.5,19519,1126,"[""8 GB RAM | 128 GB ROM"", ""17.02 cm (6.7 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""OxygenOS 14.0 Processor"", ""Domestic Warranty 1 Year For Handset And 6 month For Accessories.""]",Mobile,OnePlus
6222,"Phone (2a) 5G (White, 128 GB)",21999,25999,15,4.4,86319,7173,"[""8 GB RAM | 128 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP (OIS) + 50MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Pro Processor"", ""1 Year Manufacturing Warranty""]",Mobile,Nothing
6223,"Phone (2a) 5G (Special Edition, 256 GB)",25999,27999,7,4.4,86319,7173,"[""8 GB RAM | 256 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP (OIS) + 50MP | 32MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7200 Pro Processor"", ""1 Year Manufacturing Warranty""]",Mobile,Nothing
6224,"13 Pro+ 5G (Monet Purple, 512 GB)",28999,40999,29,4.5,6572,629,"[""12 GB RAM | 512 GB ROM"", ""17.02 cm (6.7 inch) Full HD+ Display"", ""50MP + 8MP + 50MP | 32MP Front Camera"", ""5200 mAh Battery"", ""Snapdragon 7s Gen2 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6225,"13+ 5G (Victory Gold, 256 GB)",24999,27999,10,4.4,2500,213,"[""8 GB RAM | 256 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) Full HD+ Display"", ""50MP + 2MP | 16MP Front Camera"", ""5000 mAh Battery"", ""Dimensity 7300 Energy Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6226,"Note 14 5G (Titan Black, 128 GB)",17542,21999,20,4.4,762,46,"[""6 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP Rear Camera"", ""5110 mAh Battery"", ""1 Year""]",Mobile,REDMI
6227,"Pixel 8 (Rose, 128 GB)",47999,75999,36,4.4,17531,1378,"[""8 GB RAM | 128 GB ROM"", ""15.75 cm (6.2 inch) Full HD+ Display"", ""50MP + 12MP | 10.5MP Front Camera"", ""4575 mAh Battery"", ""Tensor G3 Processor"", ""1 Year Domestic Warranty""]",Mobile,Google
6228,"13c 5G (Startrail Silver, 128 GB)",11380,15999,28,4.3,36064,1561,"[""6 GB RAM | 128 GB ROM"", ""17.12 cm (6.74 inch) Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""1 Year""]",Mobile,REDMI
6229,"Y300 5G (Titanium Silver, 128 GB)",21999,26999,18,4.4,1487,92,"[""8 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) Display"", ""50MP + 2MP | 32MP Front Camera"", ""5000 mAh Battery"", ""4 Gen 2 Processor"", ""1 Year Warranty on Handset and 6 Months on Inbox Accessories""]",Mobile,vivo
6230,"Y300 5G (Emerald Green, 128 GB)",21999,26999,18,4.4,1487,92,"[""8 GB RAM | 128 GB ROM | Expandable Upto 2 TB"", ""16.94 cm (6.67 inch) Display"", ""50MP + 2MP | 32MP Front Camera"", ""5000 mAh Battery"", ""4 Gen 2 Processor"", ""1 Year Warranty on Handset and 6 Months on Inbox Accessories""]",Mobile,vivo
6231,"M6 Plus 5G (Ice Silver, 128 GB)",10999,15999,31,4.2,28752,1751,"[""6 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""17.25 cm (6.79 inch) Full HD+ Display"", ""108MP + 2MP | 13MP Front Camera"", ""5030 mAh Battery"", ""Snapdragon 4 Gen2 AE Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6232,"M15 5G Prime Edition (Stone Grey, 128 GB)",13349,16999,21,4.4,131,7,"[""6 GB RAM | 128 GB ROM"", ""16.51 cm (6.5 inch) Display"", ""50MP Rear Camera"", ""6000 mAh Battery"", ""1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories""]",Mobile,SAMSUNG
6233,"Y29 5G (Diamond Black, 128 GB)",16999,21999,22,4.3,345,18,"[""8 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""16.97 cm (6.68 inch) Display"", ""50MP + 0.08MP | 8MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,vivo
6234,"Y29 5G (Titanium Gold, 128 GB)",16999,21999,22,4.3,345,18,"[""8 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""16.97 cm (6.68 inch) Display"", ""50MP + 0.08MP | 8MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,vivo
6235,"Y29 5G (Diamond Black, 256 GB)",18999,25999,26,4.3,345,18,"[""8 GB RAM | 256 GB ROM | Expandable Upto 1 TB"", ""16.97 cm (6.68 inch) Display"", ""50MP + 0.08MP | 8MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,vivo
6236,"Y29 5G (Titanium Gold, 256 GB)",18999,25999,26,4.3,345,18,"[""8 GB RAM | 256 GB ROM | Expandable Upto 1 TB"", ""16.97 cm (6.68 inch) Display"", ""50MP + 0.08MP | 8MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,vivo
6237,"13c 5G (Starlight Black, 128 GB)",11999,15999,25,4.3,36064,1561,"[""6 GB RAM | 128 GB ROM"", ""17.12 cm (6.74 inch) Display"", ""50MP Rear Camera"", ""5000 mAh Battery"", ""1 Year""]",Mobile,REDMI
6238,"Note 13 Pro 5G (Arctic White, 128 GB)",17046,28999,41,4.3,35046,2783,"[""8 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""200MP (OIS) + 8MP + 2MP | 16MP Front Camera"", ""5100 mAh Battery"", ""7s Gen 2 Mobile Platform 5G Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6239,"Galaxy F15 5G (Ash Black, 128 GB)",12499,15999,21,4.1,13057,1063,"[""4 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""16.51 cm (6.5 inch) Full HD+ Display"", ""50MP + 5MP + 2MP | 13MP Front Camera"", ""6000 mAh Lithium ion Battery"", ""MediaTek Dimensity 6100+ Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories""]",Mobile,SAMSUNG
6240,"12R (Iron Gray, 256 GB)",33174,42999,22,4.5,6643,432,"[""8 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""5500 mAh Battery"", ""1 Year Warranty\n1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase""]",Mobile,OnePlus
6241,"X7 Pro 5G (Obsidian Black, 256 GB)",27999,33999,17,4.4,1753,283,"[""12 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP + 8MP | 20MP Front Camera"", ""6550 mAh Battery"", ""Dimensity D8400 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6242,"13R 5G (Nebula Noir, 256 GB)",41818,44999,7,4.5,371,39,"[""12 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""6000 mAh Battery"", ""1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase""]",Mobile,OnePlus
6243,"13R 5G (Astral Trail, 512 GB)",48999,51999,5,4.5,74,7,"[""16 GB RAM | 512 GB ROM"", ""17.22 cm (6.78 inch) Display"", ""50MP Rear Camera"", ""6000 mAh Battery"", ""1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase""]",Mobile,OnePlus
6244,"Note 40 Pro+ 5G (Obsidian Black, 256 GB)",21999,32999,33,4.2,4030,335,"[""12 GB RAM | 256 GB ROM"", ""17.22 cm (6.78 inch) Full HD+ Display"", ""108MP (OIS) + 2MP + 2MP | 32MP Front Camera"", ""4600 mAh Battery"", ""Mediatek Dimensity 7020 Processor"", ""1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories""]",Mobile,Infinix
6245,"Galaxy F15 5G (Ash Black, 128 GB)",12499,15999,21,4.1,13057,1063,"[""4 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""16.51 cm (6.5 inch) Full HD+ Display"", ""50MP + 5MP + 2MP | 13MP Front Camera"", ""6000 mAh Lithium ion Battery"", ""MediaTek Dimensity 6100+ Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories""]",Mobile,SAMSUNG
6246,"Y29 5G (Glacier Blue, 128 GB)",13999,16499,15,4.4,235,14,"[""4 GB RAM | 128 GB ROM | Expandable Upto 1 TB"", ""16.97 cm (6.68 inch) Display"", ""50MP + 0.08MP | 8MP Front Camera"", ""5500 mAh Battery"", ""Dimensity 6300 Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,vivo
6247,"X7 Pro 5G (Obsidian Black, 256 GB)",25999,31999,18,4.3,3136,625,"[""8 GB RAM | 256 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""50MP + 8MP | 20MP Front Camera"", ""6550 mAh Battery"", ""Dimensity D8400 Ultra Processor"", ""1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,POCO
6248,"14 Pro+ 5G (Pearl White, 256 GB)",31999,35999,11,4.4,3204,570,"[""8 GB RAM | 256 GB ROM"", ""17.35 cm (6.83 inch) Display"", ""50MP + 50MP + 8MP | 32MP Front Camera"", ""6000 mAh Battery"", ""7s Gen 3 Mobile Platform Processor"", ""1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories""]",Mobile,realme
6249,"Note 13 Pro 5G (Scarlet Red, 128 GB)",19399,28999,33,4.3,35046,2783,"[""8 GB RAM | 128 GB ROM"", ""16.94 cm (6.67 inch) Display"", ""200MP Rear Camera"", ""5100 mAh Battery"", ""Domestic 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories""]",Mobile,REDMI
6250,"Spark Go 1 (Glittery White, 64 GB)",7898,8999,12,4.3,3667,184,"[""4 GB RAM | 64 GB ROM | Expandable Upto 1 TB"", ""16.94 cm (6.67 inch) HD+ Display"", ""13MP Rear Camera | 8MP Front Camera"", ""5000 mAh Battery"", ""Unisoc T616 Ocra Core Processor"", ""1 year Manufacturer Warranty""]",Mobile,Tecno
